StatementID,MySQL/INSERT,MySQL/UPDATE,MSSQL/INSERT,MSSQL/UPDATE,PostgreSQL/INSERT,PostgreSQL/UPDATE
1,12.37273216,17.01545715,29.23560143,70.81365585,0.996112823,1.031160355
2,2.008914948,1.074075699,0.871658325,5.514383316,0,0
3,0,0,0,4.029989243,0,0
4,1.00851059,1.942634583,0,1.526594162,1.010417938,1.096010208
5,1.086711884,0.517129898,1.347780228,1.006603241,0,0
6,0.985860825,1.072883606,1.040697098,1.443386078,0.506877899,1.014947891
7,2.008199692,1.078367233,1.994132996,0.546455383,1.008272171,0
8,0,2.087831497,2.155303955,0,0.535488129,0.460863113
9,0,1.153469086,1.272201538,1.007795334,0,1.059055328
10,2.016067505,1.744270325,2.484560013,1.05714798,0,0.583410263
11,1.059770584,0,2.012252808,1.507997513,1.008749008,1.073360443
12,0.665426254,1.066684723,2.271413803,1.543521881,0,0.503778458
13,0.371694565,1.081466675,1.131296158,1.090049744,0,0
14,2.008676529,1.071691513,10.79392433,0,0,1.070022583
15,2.015352249,1.181602478,1.036882401,1.081228256,0.548362732,1.030683517
16,114.8905754,0,0,1.048088074,0,1.480102539
17,1.044034958,1.018047333,2.02703476,1.06883049,1.277685165,1.533985138
18,1.057386398,1.121997833,2.050161362,1.351833344,1.070976257,1.064062119
19,1.05714798,1.063108444,2.096414566,1.006603241,1.01184845,1.06048584
20,0,1.010656357,0,0,1.011371613,0.571250916
21,1.086473465,1.082897186,2.018928528,1.071214676,0,1.057863235
22,1.054048538,1.028060913,0.857591629,0,0,2.018213272
23,1.019239426,1.070976257,2.024888992,2.020120621,0,1.054525375
24,2.008676529,1.065731049,2.071142197,1.062393188,1.005172729,1.074314117
25,1.07884407,0.295162201,0,1.513004303,2.018451691,1.057863235
26,2.014398575,2.026081085,0,1.082658768,1.016616821,0.569820404
27,2.067089081,0,1.113176346,1.067638397,1.079082489,1.068115234
28,1.056194305,1.078605652,2.103805542,0,0,0
29,2.01177597,18.74399185,0,1.05047226,0,0
30,1.027107239,1.101255417,3.034353256,2.051115036,1.057624817,0
31,2.017259598,13.04197311,1.091718674,0.528812408,0,0
32,2.051591873,1.021146774,2.043962479,0.553369522,0,1.011133194
33,2.051353455,27.5683403,0,1.111268997,0.510454178,1.068115234
34,1.060724258,0,17.22240448,1.502513885,0,1.090526581
35,2.008676529,1.516342163,2.010583878,0,1.014471054,1.092195511
36,1.429796219,0,1.247406006,1.061916351,0,1.056671143
37,0.347137451,1.010894775,2.087116241,1.074552536,0,1.028060913
38,1.052379608,0.546693802,2.684831619,0.512838364,0,1.019477844
39,2.048254013,1.008033752,2.015352249,1.01184845,1.059055328,0.526189804
40,2.008914948,1.181602478,0.977754593,1.082897186,0.521421432,1.475572586
41,1.004457474,11.69228554,1.235485077,0,0,0
42,1.068353653,1.074552536,1.324892044,1.403570175,0.542163849,1.073122025
43,2.009391785,1.323699951,2.617120743,1.452922821,0,1.056432724
44,0,0,2.018928528,0.514507294,0,1.063585281
45,1.019954681,2.049922943,1.868963242,1.677036285,1.051187515,0.566005707
46,0,1.611232758,2.076387405,0.513792038,0,0.596761703
47,1.014471054,1.056909561,2.018213272,0,1.130104065,0.532150269
48,1.019716263,1.079797745,2.017021179,1.735210419,0.39434433,1.077413559
49,1.029968262,0,2.207994461,0.524282455,0,0.530481339
50,1.01184845,0.508069992,2.07734108,0.527858734,0,1.05714798
51,1.01184845,2.017974854,0,1.528501511,0.502586365,1.075744629
52,1.027107239,1.513004303,22.76158333,0.517845154,0,1.017332077
53,0,1.007556915,1.020431519,0,0,0.533342361
54,2.024650574,0.506877899,2.348184586,1.041412354,1.063346863,1.049995422
55,1.053094864,18.75090599,2.015590668,1.013278961,0,1.057863235
56,0.555753708,2.03037262,2.007722855,1.054048538,0,0.515460968
57,1.061201096,2.015113831,1.01852417,1.071453094,0.502824783,1.081705093
58,1.027107239,1.575231552,2.010583878,0.701665878,0.502824783,0
59,1.01184845,1.062631607,1.017332077,1.264810562,0,1.038789749
60,2.013444901,1.071214676,1.929044724,0.701904297,0,1.012086868
61,0,0,1.973867416,0,0,1.02353096
62,1.009941101,1.061439514,2.034187317,0,0.625610352,1.071691513
63,1.058340073,0,0.410318375,1.235723495,0,1.056671143
64,1.005411148,0,2.269744873,1.01017952,1.038074493,1.051902771
65,1.059770584,0.514745712,2.058506012,1.073598862,0,0
66,0,1.058101654,2.03704834,1.422643661,1.013755798,1.05714798
67,0,9.975671768,1.003503799,0.649213791,0,1.060724258
68,1.009464264,1.019239426,22.41301537,0,0,0
69,0.915288925,0,1.029729843,0,0,0.521659851
70,0,1.079082489,2.036094666,1.344680786,0,0.255584717
71,0,1.013278961,2.044916153,1.056909561,0.540971756,1.068115234
72,0.370025635,1.052856445,0,1.588106155,0.510215759,1.02353096
73,0,1.084327698,0.726222992,1.847267151,0,1.056671143
74,1.005649567,1.59239769,1.083374023,1.083135605,1.01017952,1.071929932
75,0,1.589536667,2.119064331,1.328706741,1.057624817,1.040697098
76,0,0.514030457,1.00851059,0,2.004861832,0.512123108
77,2.003192902,1.048803329,2.058982849,1.010894775,0,1.057386398
78,2.089977264,1.06549263,2.008199692,1.430273056,0.560522079,0.522136688
79,0,40.72880745,1.61075592,0.569343567,1.044988632,1.074075699
80,1.006364822,1.573085785,1.003026962,1.526355743,0.502586365,1.022100449
81,0.554084778,1.587629318,0,1.5437603,1.012086868,1.026630402
82,0.72312355,1.051902771,0.36239624,0,0.525951385,0
83,1.015663147,0,1.006603241,1.183271408,1.042842865,1.064300537
84,0.384092331,0.758886337,1.0201931,0,0.526428223,0.570774078
85,0,1.013755798,2.042770386,1.014947891,1.004457474,1.060009003
86,0,1.057624817,1.01017952,1.573562622,1.004219055,1.035451889
87,2.006053925,1.056194305,2.005577087,1.459121704,0.566959381,1.058101654
88,0.754833221,1.088142395,2.09069252,1.430511475,1.069545746,4.007816315
89,2.008676529,0.236749649,2.011299133,0,0.334739685,1.062631607
90,0,0,2.03204155,1.017570496,1.056671143,1.060962677
91,1.004219055,1.005887985,1.017570496,1.063585281,1.009464264,1.074314117
92,1.013040543,1.009941101,15.25568962,1.576185226,1.009225845,1.060009003
93,0.61917305,0,0,1.093626022,1.024484634,1.076459885
94,0.413894653,0,1.89781189,0,1.032114029,1.013040543
95,0,1.049757004,1.268625259,1.482725143,0,0.566720963
96,0.34236908,1.0638237,2.581357956,1.503229141,1.008033752,1.061916351
97,0,0,1.066684723,1.039981842,1.06883049,1.009941101
98,0,0,2.00843811,0.510692596,1.012325287,0.506639481
99,1.029014587,2.017021179,2.232551575,0,0,0
100,0.337362289,1.05381012,2.432584763,0.576972961,1.035451889,1.083374023
101,0.650644302,1.061439514,2.023458481,1.038074493,2.323627472,1.06215477
102,1.012563705,1.063585281,2.081155777,0,1.012086868,1.016616821
103,0.378370285,1.057624817,1.104831696,0,1.008987427,1.065969467
104,1.081943512,1.183986664,0,1.064300537,1.01184845,1.01184845
105,1.035451889,0,1.002550125,1.07383728,1.054525375,1.061677933
106,0.548601151,1.020431519,0,0,1.094102859,1.011133194
107,2.073764801,1.051902771,2.104520798,1.580238342,2.34913826,1.062870026
108,1.082181931,1.051425934,1.021385193,1.01518631,1.059532166,1.024246216
109,0,1.078605652,3.000497818,1.58405304,1.094818115,0
110,1.068353653,1.305580139,1.002073288,0,1.050949097,1.087188721
111,0,0,2.700805664,1.142263412,1.012325287,1.075029373
112,0,2.014636993,1.892089844,1.03354454,1.005887985,1.074790955
113,1.417160034,1.065015793,1.262903214,1.010417938,1.042604446,1.05547905
114,0,1.065015793,2.155065536,0.708580017,1.062393188,1.062870026
115,2.008914948,1.05547905,2.291679382,1.541376114,1.111507416,1.013278961
116,2.018213272,1.327991486,7.721662521,0.528097153,1.010417938,1.075267792
117,2.007246017,2.181768417,7.829189301,0.822782516,1.010656357,0.521659851
118,2.009391785,1.590967178,0,1.621007919,1.0638237,0
119,0,2.076148987,0,1.464128494,1.008749008,1.012325287
120,2.025365829,1.071453094,2.016782761,0.585794449,1.012086868,1.220703125
121,2.016544342,1.080274582,1.010656357,1.048564911,0,1.047849655
122,1.056671143,0,1.01518631,1.01184845,0,0
123,1.060247421,1.63269043,0,0.694274902,1.090764999,1.01685524
124,0,1.581907272,0,1.392126083,1.01017952,1.07550621
125,1.018047333,1.098632813,1.021385193,1.999378204,1.058340073,1.057624817
126,2.017021179,1.205682755,2.34746933,2.257347107,0,1.557826996
127,2.01010704,0.534296036,2.730846405,2.241373062,0,1.064062119
128,2.081155777,1.015663147,1.021623611,3.327131271,1.025438309,0
129,2.068758011,1.058101654,1.02853775,2.513170242,1.083374023,1.28531456
130,0.952005386,0,2.041101456,6.041049957,0,1.019477844
131,2.007246017,1.010656357,0,2.04706192,1.008749008,1.546621323
132,1.074552536,1.056432724,2.016067505,1.996994019,1.07216835,0.484228134
133,2.019643784,1.080989838,0,2.043485641,0.539779663,1.006603241
134,2.082109451,1.01852417,2.043962479,0.736951828,1.084089279,1.059293747
135,2.016067505,1.05047226,0,0.641345978,0,0
136,0,0.782728195,26.07321739,1.672267914,1.018047333,0.170946121
137,1.039981842,1.06716156,0,1.070022583,1.017570496,1.061201096
138,1.064062119,1.074314117,1.010894775,0,1.010894775,0.504016876
139,0,0,2.01010704,0.507116318,1.015663147,1.073360443
140,0,1.056432724,1.861333847,0,1.553297043,1.07383728
141,2.01010704,2.038002014,2.001047134,0.530481339,0,1.056671143
142,2.017736435,1.595497131,2.059221268,0.514030457,1.009702682,1.298189163
143,1.021623611,1.654863358,2.004861832,0,1.011371613,0
144,1.065015793,1.014709473,1.012325287,0,0,1.567840576
145,2.009153366,1.055002213,2.019882202,1.088380814,1.056671143,1.068353653
146,1.003265381,1.604318619,0.722885132,0.579833984,1.010894775,0.573635101
147,2.022743225,2.013206482,2.057790756,0.29873848,0,1.057863235
148,2.008676529,0,0.957727432,0,1.016616821,1.06716156
149,0.993251801,1.019477844,2.044677734,0,1.026153564,1.067638397
150,2.060413361,0,2.054214478,1.026153564,0,1.00851059
151,1.0201931,1.068353653,1.107215881,0,1.018047333,0.58722496
152,2.038002014,1.078367233,1.06215477,0.48327446,0,1.017093658
153,0.409841537,12.66145706,2.1443367,1.088142395,0,1.073360443
154,2.064466476,1.05881691,2.010345459,1.068353653,1.109361649,1.065015793
155,2.07400322,2.004384995,0.563383102,0,1.015424728,1.060724258
156,2.08568573,2.008914948,1.438140869,0.936985016,1.033067703,1.013755798
157,2.118110657,1.01017952,2.156734467,1.030683517,1.058101654,1.008749008
158,1.039981842,1.074790955,2.03371048,1.477479935,1.085519791,1.062870026
159,2.03704834,1.05047226,1.013994217,1.05547905,1.016616821,0
160,1.033782959,1.060962677,0.992774963,1.056909561,1.007318497,0
161,1.019716263,1.051664352,1.008749008,0.631332397,1.010894775,1.006126404
162,2.058744431,0,2.010583878,1.061677933,1.034736633,0
163,1.009941101,1.478433609,0.971078873,1.055955887,1.067399979,0
164,12.00509071,1.050233841,1.051902771,1.579999924,0,1.075983047
165,2.018213272,1.054286957,1.488685608,1.523733139,0,0
166,0,1.063108444,2.060890198,0.520467758,1.006364822,0
167,2.017021179,1.51181221,1.012325287,0.583648682,0,1.05047226
168,2.009868622,1.672744751,0.728368759,1.054048538,0.57220459,0
169,0,1.034021378,1.434087753,1.407384872,0.934839249,0.579595566
170,0.990867615,1.626491547,0.834226608,1.479387283,0,0.531196594
171,0,1.58905983,1.941204071,1.427650452,1.002311707,1.056432724
172,1.061916351,0,1.024961472,1.011610031,0,1.06215477
173,1.019239426,32.37438202,2.058744431,1.051425934,1.011133194,0.569105148
174,2.017259598,1.063108444,1.993894577,1.499652863,1.051425934,1.03020668
175,1.047134399,0.569105148,1.978635788,0,0,1.563072205
176,2.018213272,2.016782761,0.945806503,1.072883606,0.621557236,0.534772873
177,2.00843811,1.06549263,2.05206871,0.5235672,1.06549263,1.056432724
178,0,2.069473267,0.765800476,1.474380493,1.025438309,0
179,1.019239426,1.096725464,2.014875412,0.30875206,0,1.066207886
180,1.017808914,1.338005066,1.925468445,1.008272171,0,1.074552536
181,2.030849457,0,2.041578293,0.513792038,1.016616821,2.009868622
182,2.013206482,0,2.013683319,1.068353653,1.068592072,1.086950302
183,1.000642776,1.589298248,1.009941101,1.081705093,1.477479935,0.195503235
184,0,1.074075699,1.035928726,1.433372498,1.01518631,1.072883606
185,2.073526382,1.05547905,1.01685524,0.597953796,1.020431519,1.022815704
186,0,1.075267792,1.009941101,0.834703445,1.001119614,1.074075699
187,0,2.021312714,2.063751221,1.315593719,0,0.53191185
188,1.065731049,1.59406662,1.857757568,1.035690308,1.007795334,1.039981842
189,0,1.060247421,0,1.066684723,0.606775284,1.06215477
190,2.007246017,1.061916351,2.013444901,0.585079193,0.502824783,1.078605652
191,0,9.515762329,32.122612,0,1.016616821,1.075267792
192,1.00684166,1.024484634,0.926494598,1.061916351,0,1.072883606
193,1.055955887,169.7905064,1.993894577,1.492738724,0,1.537799835
194,2.016305923,1.061916351,1.107692719,0,1.027107239,1.064300537
195,2.082109451,1.180887222,0,0.210046768,1.318216324,0
196,2.008914948,1.067399979,2.024888992,1.58905983,1.05381012,1.366138458
197,1.056432724,1.571655273,2.103567123,1.073360443,0,1.024484634
198,2.020120621,1.011610031,1.839399338,1.050710678,1.01184845,1.077890396
199,2.00676918,1.059293747,2.048969269,1.022100449,0.557422638,1.011610031
200,0.372648239,0,2.013444901,1.072645187,1.01685524,1.090049744
